,,,,,,,
Year,Source,Product Name,Country Name,Volume (kg),Value (USD),Calculated Duty (USD),Edible code
1976,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"181,125","508,601",,E
1979,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"8,654,462","18,603,551",,E
1987,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"1,359,298","4,903,753",,E
1976,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"814,625","1,327,587",,E
1975,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"354,178","402,722",,E
1975,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"4,671,520","6,579,111",,E
1975,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"32,643","95,279",,E
1973,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,GERMANY,"633,517","693,847",,E
1973,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"3,519,291","3,838,184",,E
1972,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"53,383","56,803",,E
1977,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"1,139,439","1,349,117",,E
1978,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,UNITED KINGDOM,"161,674","282,454",,E
1977,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH,FRANCE,94,962,,E
1975,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"9,504","23,129",,E
1974,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"40,500","110,816",,E
1973,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",DENMARK,"18,615","26,018",,E
1975,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,NORWAY,"4,566,138","7,847,260",,E
1975,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,UNITED KINGDOM,"4,382","9,950",,E
1977,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",NORWAY,272,787,,E
1976,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"87,598","108,889",,E
1977,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,UNITED KINGDOM,"91,728","155,090",,E
1972,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"4,108,258","4,140,072",,E
1978,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",UNITED KINGDOM,"388,867","757,766",,E
1975,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"59,618","69,435",,E
1975,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH,ICELAND,"4,364","5,026",,E
1974,IMP,GROUNDFISH POLLOCK NSPF SMOKED CANNED IN OIL,GERMANY,"5,640","29,633",,E
1977,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"30,899","73,900",,E
1973,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"310,245","414,856",,E
1987,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"29,352","158,592",,E
1987,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,DENMARK,"19,432","132,815",,E
1987,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,ICELAND,"13,932","73,180",,E
1986,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"296,322","1,021,842",,E
1978,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"870,645","1,609,348",,E
1987,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,SWEDEN,"71,014","338,931",,E
1985,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",DENMARK,"89,812","241,589",,E
1988,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN",ICELAND,"5,573,108","20,842,693",,E
1986,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",GERMANY,"2,270","8,950",,E
1985,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"18,898","23,620",,E
1987,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"248,421","1,165,400",,E
1984,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"3,744,842","4,560,394",,E
1987,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",BELGIUM,"6,498","30,138",,E
1988,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"4,490","13,344",,E
1985,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"11,233","42,689",,E
1974,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,UNITED KINGDOM,"12,564","19,530",,E
1986,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,DENMARK,"109,566","436,522",,E
1983,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"2,886,441","11,226,789",,E
1981,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"173,542","742,329",,E
1982,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"68,033","156,858",,E
1982,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",NORWAY,"1,135,409","3,063,264",,E
1981,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,NORWAY,"550,634","1,579,638",,E
1977,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"1,549,839","3,324,865",,E
1983,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,ICELAND,"282,911","903,240",,E
1977,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,540,"2,940",,E
1977,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,ICELAND,"24,526,637","57,433,626",,E
1983,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"2,279,297","5,455,875",,E
1980,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"1,656,164","2,429,397",,E
1977,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"103,158","206,358",,E
1981,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"177,251","313,316",,E
1983,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"855,767","1,985,493",,E
1974,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"15,649","25,366",,E
1977,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",BELGIUM,"6,804","14,100",,E
1973,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"5,123,359","7,743,970",,E
1975,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED WHOLE/PROCESSED",NORWAY,"3,377","9,959",,E
1973,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"1,847,136","1,919,901",,E
1974,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"624,049","617,942",,E
1973,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"819,308","936,333",,E
1973,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,ICELAND,"9,974","19,459",,E
1972,IMP,GROUNDFISH POLLOCK NSPF SMOKED CANNED IN OIL,NORWAY,805,"1,325",,E
1976,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",NORWAY,"10,575","29,962",,E
1974,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"637,067","996,707",,E
1973,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,DENMARK,"115,663","104,612",,E
1978,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"11,107,825","23,130,963",,E
1988,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH",UNITED KINGDOM,"2,926","17,415",,E
1978,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"75,322","56,879",,E
1974,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED WHOLE/PROCESSED",UNITED KINGDOM,"2,381","4,395",,E
1985,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,ICELAND,"35,507","96,319",,E
1987,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",ICELAND,"24,267","132,973",,E
1985,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"139,655","346,208",,E
1986,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,UNITED KINGDOM,"1,120","5,681",,E
1984,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"27,597","70,599",,E
1985,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"99,373","280,150",,E
1986,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"36,746","46,730",,E
1986,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,UNITED KINGDOM,227,"1,550",,E
1975,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"1,689,060","1,239,934",,E
1982,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",SWEDEN,"10,605","80,473",,E
1980,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"164,647","402,457",,E
1978,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"1,007","2,442",,E
1976,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"199,219","313,639",,E
1976,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"11,975","30,583",,E
1982,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"19,968","31,330",,E
1975,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,BELGIUM,"4,385","5,252",,E
1979,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"17,295","30,873",,E
1979,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"39,517","85,903",,E
1977,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"152,613","462,280",,E
1977,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,SPAIN,"901,350","1,810,670",,E
1982,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"4,235,762","9,189,090",,E
1982,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,NORWAY,"37,171","65,702",,E
1980,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"1,632,701","4,814,030",,E
1977,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"438,560","180,848",,E
1976,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,FRANCE,"305,077","439,988",,E
1975,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"29,668","33,600",,E
1979,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",SWEDEN,"2,497","8,565",,E
1977,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",NORWAY,"8,333","25,270",,E
1978,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"212,851","420,887",,E
1972,IMP,"GROUNDFISH COD,CUSK,EELS,HADDOCK,HAKE,POLLOCK,SHAD FRESH/FROZEN",NORWAY,"16,166","28,599",,E
1987,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"533,598","1,853,196",,E
1972,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,GERMANY,"86,225","83,331",,E
1987,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"185,286","712,954",,E
1974,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FROZEN",SPAIN,"10,088","9,874",,E
1978,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"1,800","6,056",,E
1974,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",UNITED KINGDOM,"1,201,365","1,877,449",,E
1984,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,ICELAND,"135,870","418,406",,E
1974,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,FRANCE,"61,709","80,937",,E
1985,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"79,746","143,085",,E
1974,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"4,071,531","4,941,524",,E
1987,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,UNITED KINGDOM,"1,769","8,027",,E
1985,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"3,672,819","7,988,830",,E
1981,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,ICELAND,"9,548","32,655",,E
1984,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"783,310","1,052,456",,E
1982,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"4,098,147","8,530,875",,E
1985,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",DENMARK,"144,107","557,602",,E
1984,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,ICELAND,299,"1,285",,E
1986,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,900,"9,298",,E
1978,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"2,082","4,613",,E
1977,IMP,GROUNDFISH COD NSPF FROZEN,DENMARK,"2,032","5,690",,E
1976,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"159,495","277,001",,E
1975,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NETHERLANDS,"7,035","8,800",,E
1978,IMP,GROUNDFISH POLLOCK NSPF SMOKED CANNED IN OIL,NORWAY,"1,024","6,484",,E
1980,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,NORWAY,"2,077,998","6,150,448",,E
1988,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"22,688","82,653",,E
1988,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"732,053","3,079,929",,E
1976,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",SPAIN,"4,536","9,653",,E
1986,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"19,676","42,939",,E
1988,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FROZEN",NORWAY,"43,999","47,224",,E
1973,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,FRANCE,"38,706","44,624",,E
1987,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"3,402","17,410",,E
1986,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,NETHERLANDS,"64,666","330,020",,E
1972,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"137,075","407,991",,E
1986,IMP,GROUNDFISH COD NSPF FRESH,UNITED KINGDOM,680,"5,280",,E
1982,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,549,"1,650",,E
1985,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,FRANCE,"1,862","6,778",,E
1985,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"392,025","782,894",,E
1983,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,ICELAND,"91,348","281,883",,E
1986,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"21,555","62,088",,E
1981,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"81,159","198,043",,E
1977,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,SPAIN,"14,154","22,832",,E
1973,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"8,965,451","11,730,003",,E
1976,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,UNITED KINGDOM,"205,500","370,310",,E
1974,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",NORWAY,862,"2,828",,E
1976,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH,PORTUGAL,"1,487","1,872",,E
1976,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"445,112","567,987",,E
1979,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,UNITED KINGDOM,"97,524","188,791",,E
1974,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"13,500","40,568",,E
1973,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"2,000","4,735",,E
1975,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"173,218","227,898",,E
1984,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"120,407","281,535",,E
1986,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK,OCEAN PERCH FILLET IN QUOTA",ICELAND,"15,726","63,807",,E
1985,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",NORWAY,"5,157","16,351",,E
1984,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"35,626","192,622",,E
1988,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",FINLAND,750,"8,437",,E
1979,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"95,125","180,068",,E
1980,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,DENMARK,"66,950","123,246",,E
1975,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"10,240,334","12,167,863",,E
1973,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",NORWAY,"2,722","5,242",,E
1973,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"2,495","1,222",,E
1975,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",UNITED KINGDOM,"23,541","32,295",,E
1977,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,"9,231","26,575",,E
1977,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",SPAIN,"34,040","74,605",,E
1974,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH,UNITED KINGDOM,658,"1,461",,E
1974,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"2,279","3,438",,E
1987,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH/FROZEN,DENMARK,"4,753","23,253",,E
1985,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,NORWAY,"9,000","18,472",,E
1988,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"6,797","23,481",,E
1986,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"5,765","100,028",,E
1984,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"189,045","616,439",,E
1984,IMP,GROUNDFISH COD NSPF FRESH,UNITED KINGDOM,227,593,,E
1988,IMP,GROUNDFISH COD NSPF FILLET FROZEN,DENMARK,"45,659","231,471",,E
1983,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"45,654","105,500",,E
1987,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"5,240","22,273",,E
1980,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"53,865","245,758",,E
1987,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"39,412","146,322",,E
1987,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,NETHERLANDS,249,"1,848",,E
1984,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,NETHERLANDS,"11,026","32,587",,E
1985,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,ICELAND,408,"1,890",,E
1983,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"34,436","82,509",,E
1977,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",SPAIN,"127,006","349,726",,E
1976,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",IRELAND,"411,331","762,943",,E
1977,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"10,932","17,420",,E
1980,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,UNITED KINGDOM,"2,631","5,355",,E
1988,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH/FROZEN,DENMARK,142,"6,350",,E
1986,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,NETHERLANDS,"1,696","10,120",,E
1973,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",UNITED KINGDOM,"43,294","69,992",,E
1975,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"4,320","6,374",,E
1973,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",ICELAND,"5,783","20,423",,E
1980,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH/FROZEN,ICELAND,"9,562","24,442",,E
1974,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",FRANCE,"40,434","58,712",,E
1974,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",UNITED KINGDOM,"35,945","55,301",,E
1974,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",SPAIN,"2,352,788","4,598,349",,E
1987,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FRESH",ICELAND,"18,713","69,862",,E
1983,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK,OCEAN PERCH FILLET IN QUOTA",ICELAND,919,"1,063",,E
1984,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED WHOLE/PROCESSED",UNITED KINGDOM,136,555,,E
1987,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",DENMARK,"31,565","169,047",,E
1987,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,81,"1,767",,E
1984,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,599,"6,717",,E
1978,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,381,397,,E
1974,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",BELGIUM,"10,911","13,800",,E
1975,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",FRANCE,"189,649","162,935",,E
1975,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",NORWAY,"2,722","1,800",,E
1979,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"5,103","13,582",,E
1972,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",NORWAY,"7,560","9,852",,E
